3.7404e-11,3.7404e-11,3.7404e-11,3.7404e-11,1
1.4984e-11,1.4984e-11,1.4984e-11,1.4984e-11,1
1.3155e-11,1.3155e-11,1.3155e-11,1.3155e-11,1
1.937e-11,1.937e-11,1.937e-11,1.937e-11,1
3.4816e-11,3.4816e-11,3.4816e-11,3.4816e-11,1
2.5684e-11,2.5684e-11,2.5684e-11,2.5684e-11,1
8.4544e-11,8.4544e-11,8.4544e-11,8.4544e-11,1
6.1129e-11,6.1129e-11,6.1129e-11,6.1129e-11,1
3.5626e-11,3.5626e-11,3.5626e-11,3.5626e-11,1
1.6371e-12,1.6371e-12,1.6371e-12,1.6371e-12,1
3.6479e-11,3.6479e-11,3.6479e-11,3.6479e-11,1
1.3828e-11,1.3828e-11,1.3828e-11,1.3828e-11,1
8.9131e-12,8.9131e-12,8.9131e-12,8.9131e-12,1
7.968e-12,7.968e-12,7.968e-12,7.968e-12,1
2.5714e-11,2.5714e-11,2.5714e-11,2.5714e-11,1
1.5272e-11,1.5272e-11,1.5272e-11,1.5272e-11,1
8.7585e-12,8.7585e-12,8.7585e-12,8.7585e-12,1
1.916e-11,1.916e-11,1.916e-11,1.916e-11,1
2.7788e-11,2.7788e-11,2.7788e-11,2.7788e-11,1
1.4071e-11,1.4071e-11,1.4071e-11,1.4071e-11,1
1.7256e-11,1.7256e-11,1.7256e-11,1.7256e-11,1
1.0148e-11,1.0148e-11,1.0148e-11,1.0148e-11,1
1.4971e-11,1.4971e-11,1.4971e-11,1.4971e-11,1
3.1956e-12,3.1956e-12,3.1956e-12,3.1956e-12,1
0.17039,0.17039,0.17039,0.17039,0.31843
4.7774e-11,4.7774e-11,4.7774e-11,4.7774e-11,1
3.3748e-11,3.3748e-11,3.3748e-11,3.3748e-11,1
3.3723e-11,3.3723e-11,3.3723e-11,3.3723e-11,1
2.7149e-11,2.7149e-11,2.7149e-11,2.7149e-11,1
2.2317e-11,2.2317e-11,2.2317e-11,2.2317e-11,1
5.7781e-11,5.7781e-11,5.7781e-11,5.7781e-11,1
1.618e-11,1.618e-11,1.618e-11,1.618e-11,1
6.1591e-12,6.1591e-12,6.1591e-12,6.1591e-12,1
2.6327e-11,2.6327e-11,2.6327e-11,2.6327e-11,1
1.5431e-11,1.5431e-11,1.5431e-11,1.5431e-11,1
7.2866e-12,7.2866e-12,7.2866e-12,7.2866e-12,1
0.016284,0.016284,0.016284,1.6194e-11,0.95115
0.010502,0.010502,0.010502,0.018644,0.94985
0.0083213,0.0083213,0.0083213,0.12152,0.85351
0.073207,0.073207,0.073207,0.19752,0.58286
0.0374,0.0374,0.0374,0.0374,0.8504
2.1261e-12,2.1261e-12,2.1261e-12,2.1261e-12,1
5.542e-12,5.542e-12,5.542e-12,5.542e-12,1
1.7727e-11,1.7727e-11,1.7727e-11,1.7727e-11,1
1.4449e-11,1.4449e-11,1.4449e-11,1.4449e-11,1
9.5752e-12,9.5752e-12,9.5752e-12,9.5752e-12,1
2.9933e-12,2.9933e-12,2.9933e-12,2.9933e-12,1
2.9063e-12,2.9063e-12,2.9063e-12,2.9063e-12,1
0.21439,0.21439,0.21439,0.21439,0.14246
4.9423e-11,4.9423e-11,4.9423e-11,4.9423e-11,1
9.705e-11,9.705e-11,9.705e-11,9.705e-11,1
6.7012e-11,6.7012e-11,6.7012e-11,6.7012e-11,1
6.9678e-11,6.9678e-11,6.9678e-11,6.9678e-11,1
5.516e-11,5.516e-11,5.516e-11,5.516e-11,1
1.0437e-10,1.0437e-10,1.0437e-10,1.0437e-10,1
3.8981e-11,3.8981e-11,3.8981e-11,3.8981e-11,1
4.5694e-11,4.5694e-11,4.5694e-11,4.5694e-11,1
8.7706e-11,8.7706e-11,8.7706e-11,8.7706e-11,1
2.6036e-11,2.6036e-11,2.6036e-11,2.6036e-11,1
2.1506e-11,2.1506e-11,2.1506e-11,2.1506e-11,1
2.8052e-11,2.8052e-11,2.8052e-11,2.8052e-11,1
1.427e-11,1.427e-11,1.427e-11,1.427e-11,1
2.663e-11,2.663e-11,2.663e-11,2.663e-11,1
4.8094e-11,4.8094e-11,4.8094e-11,4.8094e-11,1
7.3213e-11,7.3213e-11,7.3213e-11,7.3213e-11,1
8.9884e-11,8.9884e-11,8.9884e-11,8.9884e-11,1
5.8491e-11,5.8491e-11,5.8491e-11,5.8491e-11,1
4.1088e-11,4.1088e-11,4.1088e-11,4.1088e-11,1
3.7286e-11,3.7286e-11,3.7286e-11,3.7286e-11,1
4.4817e-11,4.4817e-11,4.4817e-11,4.4817e-11,1
3.208e-11,3.208e-11,3.208e-11,3.208e-11,1
1.6954e-11,1.6954e-11,1.6954e-11,1.6954e-11,1
3.0973e-11,3.0973e-11,3.0973e-11,3.0973e-11,1
2.354e-11,2.354e-11,2.354e-11,2.354e-11,1
4.5304e-11,4.5304e-11,4.5304e-11,4.5304e-11,1
7.7178e-11,7.7178e-11,7.7178e-11,7.7178e-11,1
2.0488e-11,2.0488e-11,2.0488e-11,2.0488e-11,1
2.0032e-11,2.0032e-11,2.0032e-11,2.0032e-11,1
1.0999e-11,1.0999e-11,1.0999e-11,1.0999e-11,1
