40,40,40,40,40,40,40,40,40,40,40,40
40.2191792522,40.962329384,40.0743246852,40.1979988742,40.3370455116,40.9179926475,40.5644638428,40.3402840366,40.490313755,40.3370455116,40.9179926475,40.5644638428
